Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Adipogenesis,0.4396871643988751,2.169627323829136,0.01,0.01,0.01,64/170,19.89%,ACOX1;SSPN;TST;ME1;ESYT1;SCARB1;RREB1;SCP2;RTN3;UQCR10;TOB1;CD36;CD151;UQCRQ;LEP;ITIH5;CMPK1;NDUFAB1;TANK;SULT1A1;ANGPT1;REEP5;PRDX3;MCCC1;PPARG;ITSN1;CRAT;NMT1;SLC25A1;PTGER3;LIFR;COX7B;PPM1B;ABCA1;DLD;LPCAT3;DHRS7B;HIBCH;GHITM;RETSAT;SORBS1;FAH;SOD1;COQ9;GPX4;CAT;PEX14;SAMM50;ALDH2;OMD;IDH1;FZD4;LPL;BCL2L13;CPT2;MAP4K3;UQCR11;COL15A1;TKT;PFKL;MDH2;ETFB;IFNGR1;RMDN3
prerank,Oxidative Phosphorylation,0.3813383188313682,1.9611817918996528,0.01,0.01,0.01,88/180,26.41%,COX7A2L;UQCR10;PDP1;MDH1;ATP6V0E1;UQCRQ;SLC25A11;NDUFAB1;SURF1;UQCRB;ATP6V1H;CYB5R3;VDAC3;PRDX3;ATP6V1E1;ATP6V1C1;LDHB;OXA1L;ATP6V1D;RHOT1;CPT1A;ISCA1;SDHA;ISCU;SLC25A20;ACAA1;NDUFS6;COX7B;NDUFB3;DLD;ATP1B1;COX10;NDUFB1;MPC1;MRPS15;RETSAT;NDUFS1;MRPL34;TOMM70;NDUFB6;COX6B1;LRPPRC;GPX4;ALDH6A1;COX4I1;IDH1;NDUFA6;HCCS;COX5B;GPI;HSD17B10;COX7A2;UQCR11;NDUFB2;ATP6V0C;SLC25A12;ACAT1;ETFA;TCIRG1;COX7C;COX11;MDH2;ETFB;SUCLA2;PDHX;TIMM10;PDHB;ETFDH;NDUFS3;VDAC2;MTX2;OPA1;SDHC;IDH3G;NDUFB8;UQCRFS1;MGST3;NDUFC1;COX6A1;PDHA1;ACO2;ECH1;NDUFA7;NNT;HADHB;OGDH;COX15;ACADSB
prerank,Protein Secretion,0.3466336637908639,1.5938715575265758,0.01,0.01,0.01,38/94,18.29%,SCRN1;SSPN;CLCN3;VPS4B;YIPF6;RAB2A;VAMP3;RAB14;RAB9A;ATP6V1H;VAMP7;STX7;CAV2;AP3S1;TPD52;SCAMP1;TOM1L1;BET1;COPB1;AP3B1;ABCA1;USO1;ADAM10;ARFGEF1;SOD1;VAMP4;SGMS1;SNAP23;KIF1B;TMED2;RER1;BNIP3;AP2S1;TMED10;PPT1;CTSC;COPE;PAM
prerank,Fatty Acid Metabolism,0.32382603560848217,1.5412554005910657,0.01,0.01,0.02,54/144,23.00%,ACOX1;ME1;NBN;NTHL1;ALDH3A2;EHHADH;ALDH9A1;CD36;MDH1;HSDL2;EPHX1;HSP90AA1;AUH;SLC22A5;GRHPR;CRAT;CPT1A;PTPRG;CRYZ;SDHA;ACAA1;SUCLG2;PRDX6;DLD;CBR3;UROS;HIBCH;RETSAT;MAOA;PPARA;SERINC1;GAD2;S100A10;GABARAPL1;IDH1;HCCS;ACSL5;UROD;HSD17B10;CPT2;MDH2;SUCLA2;CPOX;ELOVL5;PDHB;MGLL;ETFDH;ECI2;CYP1A1;HSD17B11;HADH;SDHC;ACSL1;IDH3G
prerank,UV Response Dn,0.32302703422810913,1.5019572848758722,0.01,0.01915563957151859,0.08,31/136,9.34%,NR1D2;CELF2;VLDLR;TGFBR3;SMAD3;ATRX;NIPBL;CDK13;NEK7;FYN;ATP2C1;BMPR1A;CAV1;TJP1;NFIB;MRPS31;PTPN21;CAP2;CDC42BPA;MAP1B;PHF3;EFEMP1;APBB2;PPARG;SPOP;IGF1R;PMP22;ATP2B4;GRK5;CITED2;RXRA
prerank,Reactive Oxygen Species Pathway,0.35456712541860486,1.3839332026488116,0.058823529411764705,0.06983826927116153,0.29,16/44,18.93%,NQO1;MSRA;LAMTOR5;FTL;PRDX2;PRDX6;SOD1;ABCC1;GPX4;CAT;NDUFA6;MPO;TXNRD1;OXSR1;TXN;STK25
prerank,Bile Acid Metabolism,0.27527817694483064,1.2413179151387792,0.10344827586206896,0.23773516968223962,0.76,25/99,14.61%,PEX1;SCP2;ALDH9A1;OPTN;ABCA8;ABCD3;PEX16;PEX19;FADS2;HSD17B6;BCAR3;ABCA1;RXRA;CYP27A1;CYP46A1;RETSAT;CYP39A1;SOD1;DIO2;CROT;CAT;ABCD1;NR1I2;LCK;IDH1
prerank,Pperoxisome,0.2502386186472157,1.237548279044593,0.08333333333333333,0.20951480781348458,0.77,22/96,14.61%,ACOX1;VPS4B;HRAS;EHHADH;SCP2;ALDH9A1;CTBP1;STS;ABCD3;CRAT;SEMA3C;ACAA1;DLG4;RETSAT;SOD1;ITGB1BP1;TSPO;CAT;ABCD1;PEX14;NR1I2;IDH1
prerank,TGF-beta Signaling,0.29679693054427314,1.2008525011893159,0.08333333333333333,0.23013372540782748,0.85,12/51,11.50%,TRIM33;SMAD3;BMPR1A;TJP1;CDKN1C;PMEPA1;SMURF2;HIPK2;FNTA;BCAR3;PPM1A;SPTBN1
prerank,Notch Signaling,0.3221384103964324,1.1337798768029324,0.2631578947368421,0.3591682419659736,0.97,10/28,12.59%,PSENEN;CCND1;SAP30;PPARD;PSEN2;APH1A;FZD7;TCF7L2;WNT5A;SKP1
