Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Inflammatory Response,-0.39156244334180146,-1.8076766658981551,0.01,0.01,0.01,76/194,24.88%,PSEN1;SLC11A2;MET;CSF1;CXCL9;BEST1;ADORA2B;CD40;ATP2A2;SLC7A2;ACVR1B;MMP14;PCDH7;CCL24;ITGB3;LIF;OSMR;EDN1;GNAI3;ADGRE1;GNA15;IL1R1;PVR;INHBA;SLAMF1;HRH1;BDKRB1;SPHK1;ICOSLG;NOD2;TNFAIP6;ITGB8;SLC7A1;LPAR1;CCL2;CXCL10;HBEGF;MEP1A;ICAM1;PTGER4;CCL7;CHST2;RIPK2;TACR1;GCH1;NFKB1;PDPN;FZD5;OLR1;KCNA3;LDLR;PLAUR;IL4R;PDE4B;CD14;IL1B;TNFRSF9;OSM;HAS2;SELE;TLR2;CXCL6;ADM;IL12B;SLC31A1;SERPINE1;P2RY2;SLC1A2;NLRP3;CALCRL;RELA;CCR7;LTA;CXCL8;ACVR2A;EREG
prerank,Epithelial Mesenchymal Transition,-0.37917228183038487,-1.7928221189114222,0.01,0.01,0.02,85/190,26.25%,ACTA2;NOTCH2;MATN3;CD44;COPA;CADM1;PTHLH;LRRC15;CD59;CDH6;DST;CDH2;TPM4;SDC1;FBN2;TNC;MMP14;OXTR;VCAN;LAMC2;EDIL3;DKK1;TPM1;WIPF1;ITGB3;PDLIM4;THBS1;ADAM12;RGS4;TGM2;IGFBP3;PVR;VCAM1;THBS2;CALU;P3H1;FN1;GADD45A;GEM;INHBA;LOXL2;LAMA2;COL1A1;MYLK;TNFRSF12A;TPM2;PRRX1;CXCL12;GPC1;BGN;CXCL1;LOX;PTX3;CALD1;GADD45B;SDC4;SNTB1;ITGA2;SGCD;SFRP4;VEGFA;GJA1;PLAUR;ITGB1;LAMA1;FBLN1;FAS;DCN;DPYSL3;MMP1;SLC6A8;COL3A1;CXCL6;SERPINE1;PRSS2;SPOCK1;ID2;FGF2;CXCL8;COL5A1;COL7A1;MMP2;SERPINE2;FAP;ECM1
prerank,TNF-alpha Signaling via NF-kB,-0.36122248290523223,-1.682691208529944,0.01,0.015138197089559527,0.05,96/194,31.15%,CFLAR;CD44;CSF1;TNC;SPSB1;LIF;EDN1;TNIP2;NFKB2;HES1;SERPINB2;DUSP4;GADD45A;GEM;INHBA;NFKBIE;SPHK1;RCAN1;ICOSLG;PANX1;PLAU;TNFAIP6;CCL2;JAG1;REL;CXCL10;HBEGF;SNN;PHLDA2;SERPINB8;FOSL1;ICAM1;PTGER4;CXCL3;CXCL1;IER3;TGIF1;GFPT2;PTX3;GADD45B;SDC4;F2RL1;RIPK2;NR4A3;EHD1;PLEK;FOSL2;GCH1;NFKB1;OLR1;RELB;PLK2;VEGFA;LDLR;PLAUR;BTG3;FJX1;PDE4B;EIF1;KDM6B;RNF19B;BIRC3;IL1B;TSC22D1;NINJ1;TNFRSF9;DRAM1;MCL1;CXCL2;TLR2;CXCL6;IL12B;SERPINE1;PTGS2;PHLDA1;RELA;CD83;NR4A2;ID2;DUSP2;SLC2A6;MAP3K8;TNF;DUSP5;NAMPT;KYNU;IFNGR2;ETS2;LAMB3;KLF10;TNFAIP3;CSF2;TRIP10;PDLIM5;NFIL3;B4GALT5
prerank,IL-6/JAK/STAT3 Signaling,-0.40262570634094574,-1.6721852335652014,0.01,0.011353647817169646,0.05,49/86,36.58%,IL13RA1;CD44;CRLF2;STAT1;PTPN11;CSF1;CXCL9;LTB;ACVR1B;ITGB3;OSMR;SOCS1;IL1R1;IL2RA;TNFRSF12A;CXCL10;CXCL3;CXCL1;CCL7;LTBR;STAT3;DNTT;CCR1;ITGA4;IL4R;STAT2;CD14;IL1B;PTPN2;FAS;TLR2;MAP3K8;MYD88;IL2RG;REG1A;TNF;IFNGR2;PF4;CSF2;STAM2;PTPN1;PIM1;CXCL13;IL6;IL7;IL3RA;IRF1;TGFB1;PIK3R5
prerank,Allograft Rejection,-0.29854543316542326,-1.4618961272806517,0.01,0.07266334602988574,0.35,72/192,30.17%,IKBKB;EGFR;STAT1;CSF1;CXCL9;ETS1;CD40;LTB;ELF4;MAP3K7;TGFB2;UBE2N;HLA-G;HLA-DOA;LIF;CCR2;IL13;CD7;SOCS1;IL2RA;INHBA;ABCE1;UBE2D1;IL4;CD1D;ICOSLG;IL27RA;CCL2;HLA-A;IL12A;ICAM1;CCL7;IL11;RIPK2;CCR1;NPM1;GZMB;IL4R;ITK;IL1B;CRTAM;FAS;IFNG;SOCS5;BRCA1;IRF4;EIF5A;CD28;DYRK3;RPL3L;TLR2;IL12B;SRGN;NLRP3;HLA-DQA1;NCR1;ACVR2A;EREG;EIF3J;PRKCG;IL2RG;TNF;IFNGR2;HIF1A;PF4;MAP4K1;THY1;TIMP1;LCP2;NME1;HLA-DOB;ACHE
prerank,KRAS Signaling Dn,-0.3103207385930824,-1.4251194791230601,0.015151515151515152,0.08326008399257741,0.44,58/191,24.38%,CLDN16;PTPRJ;SLC6A3;ACTC1;DTNB;NRIP2;CACNA1F;TGFB2;HSD11B2;EDN2;TLX1;EDN1;SKIL;BARD1;INSL5;PAX3;BMPR1B;SERPINB2;HTR1D;GP2;GTF3C5;ITIH3;KCNE2;KCND1;PROP1;HTR1B;LYPD3;KCNMB1;CALCB;TFAP2B;SNN;MFSD6;RYR2;ABCB11;NOS1;CHST2;MTHFR;CPA2;IDUA;SOX10;ALOX12B;ATP6V1B1;SHOX2;EDAR;NPHS1;IFNG;SMPX;PDK2;VPREB1;TCL1A;KCNQ2;IL12B;RYR1;KMT2D;RIBC2;ENTPD7;NR4A2;ITGB1BP2
prerank,mTORC1 Signaling,-0.30680041069870057,-1.4245303853392925,0.01,0.07136578627935207,0.44,57/189,18.71%,ENO1;SYTL2;HSPA5;SQLE;HSPD1;TOMM40;HMGCR;IGFBP5;NUFIP1;ACTR2;ATP2A2;PSME3;XBP1;CANX;PSAT1;SDF2L1;SC5D;INSIG1;RIT1;ACLY;DDX39A;DDIT3;EIF2S2;ABCF2;PDAP1;YKT6;SSR1;MLLT11;RRP9;SLC7A5;CCNF;CTH;GAPDH;GMPS;MCM4;HSPA9;PDK1;IMMT;GGA2;CCT6A;PGK1;HPRT1;TFRC;ASNS;ACACA;GLA;IDI1;PSMC4;SLC2A1;PNO1;SLC6A6;HMGCS1;LDLR;UBE2D3;SHMT2;PSMG1;SERP1
prerank,Spermatogenesis,-0.31533063098839714,-1.3984387824740514,0.030303030303030304,0.096506006445942,0.6,42/122,21.35%,MTOR;CDKN3;CDK1;NF2;AKAP4;GRM8;HSPA4L;LPIN1;DMC1;AGFG1;ACRV1;MAST2;NEK2;GFI1;TSN;TSSK2;PGS1;MEP1B;MAP7;CLPB;TNP1;DPEP3;KIF2C;TNP2;NOS1;IDE;SLC12A2;NEFH;CAMK4;CFTR;CST8;EZH2;OAZ3;MLF1;TEKT2;PSMG1;JAM3;DBF4;IL13RA2;THEG;TKTL1;BUB1
prerank,Myc Targets V2,-0.3626377324718708,-1.389753983004251,0.08196721311475409,0.0928476088159651,0.62,27/55,29.73%,WDR74;DDX18;HSPD1;PUS1;RRP9;MCM4;SLC19A1;NOP2;NOLC1;NOP16;IMP4;NIP7;PPRC1;NPM1;LAS1L;SUPV3L1;TMEM97;PLK4;DUSP2;TCOF1;TFB2M;BYSL;IPO4;HSPE1;RCL1;AIMP2;MRTO4
prerank,Unfolded Protein Response,-0.3067003058411929,-1.2787871218613707,0.07462686567164178,0.2179900380896572,0.9,35/104,20.09%,FUS;HSPA5;GOSR2;YWHAZ;SPCS3;XBP1;PSAT1;EIF4G1;ERN1;SRPRB;SSR1;RRP9;SLC7A5;ALDH18A1;EXOSC2;HSPA9;CCL2;EIF4E;ASNS;KHSRP;SRPRA;GEMIN4;NOLC1;HYOU1;PDIA6;RPS14;ZBTB17;EIF4A3;VEGFA;NPM1;ATF4;SERP1;NFYA;NABP1;CNOT4
